seed,episode_index,schedule,steps,initial_selector_sign,initial_selector_confidence,sign_switch_count,positive_sign_steps,negative_sign_steps,sign_sequence,sign_sequence_rle
20260702,191,requery,30,+,0.9961714148521423,1,13,17,+++++++++++++-----------------,+x13|-x17
20260702,192,requery,37,+,0.9974339604377747,1,14,23,++++++++++++++-----------------------,+x14|-x23
20260702,193,requery,16,+,0.9211345911026001,1,3,13,+++-------------,+x3|-x13
20260702,194,requery,16,+,0.9945829510688782,1,6,10,++++++----------,+x6|-x10
20260702,195,requery,21,+,0.9974580407142639,1,6,15,++++++---------------,+x6|-x15
20260702,196,requery,11,+,0.9997475743293762,1,4,7,++++-------,+x4|-x7
20260702,197,requery,37,+,0.9900680780410767,1,21,16,+++++++++++++++++++++----------------,+x21|-x16
20260702,198,requery,7,+,0.809778094291687,1,2,5,++-----,+x2|-x5
20260702,199,requery,21,+,0.9946341514587402,1,8,13,++++++++-------------,+x8|-x13
20260702,200,requery,9,-,0.9997497200965881,0,0,9,---------,-x9
20260702,201,requery,6,-,0.9110863208770752,0,0,6,------,-x6
20260702,202,requery,13,+,0.9978650212287903,1,6,7,++++++-------,+x6|-x7
20260702,203,requery,16,+,0.9982498288154602,1,5,11,+++++-----------,+x5|-x11
20260702,204,requery,10,-,0.5230486392974854,2,3,7,-+++------,-x1|+x3|-x6
20260702,205,requery,9,-,0.8814806342124939,0,0,9,---------,-x9
20260702,206,requery,11,-,0.9859275817871094,0,0,11,-----------,-x11
20260702,207,requery,7,-,0.6508927345275879,0,0,7,-------,-x7
20260702,208,requery,4,-,0.8020742535591125,0,0,4,----,-x4
20260702,209,requery,5,+,0.6119316220283508,0,5,0,+++++,+x5
20260702,210,requery,19,+,0.9620042443275452,1,9,10,+++++++++----------,+x9|-x10
20260702,211,requery,6,+,0.8838163018226624,0,6,0,++++++,+x6
20260702,212,requery,11,+,0.9107803106307983,1,2,9,++---------,+x2|-x9
20260702,213,requery,10,-,0.9234201312065125,0,0,10,----------,-x10
20260702,214,requery,23,+,0.9971780776977539,1,13,10,+++++++++++++----------,+x13|-x10
20260702,215,requery,6,+,0.9553212523460388,0,6,0,++++++,+x6
20260702,216,requery,13,+,0.9984363913536072,1,6,7,++++++-------,+x6|-x7
20260702,217,requery,14,-,0.9998237490653992,0,0,14,--------------,-x14
20260702,218,requery,27,+,0.9982693195343018,1,6,21,++++++---------------------,+x6|-x21
20260702,219,requery,12,-,0.7231303453445435,0,0,12,------------,-x12
20260702,220,requery,13,+,0.971968948841095,1,3,10,+++----------,+x3|-x10
20260702,221,requery,5,+,0.6898629665374756,0,5,0,+++++,+x5
20260702,222,requery,10,-,0.9804136157035828,0,0,10,----------,-x10
20260702,223,requery,13,+,0.992631196975708,1,6,7,++++++-------,+x6|-x7
20260702,224,requery,12,-,0.8527637720108032,0,0,12,------------,-x12
20260702,225,requery,17,+,0.8786760568618774,1,2,15,++---------------,+x2|-x15
20260702,226,requery,12,-,0.9858056902885437,0,0,12,------------,-x12
20260702,227,requery,11,+,0.5998766422271729,1,3,8,+++--------,+x3|-x8
20260702,228,requery,17,+,0.9979890584945679,1,8,9,++++++++---------,+x8|-x9
20260702,229,requery,13,+,0.9987745881080627,1,5,8,+++++--------,+x5|-x8
20260702,230,requery,1,+,0.9402992725372314,0,1,0,+,+x1
20260702,231,requery,7,-,0.9866829514503479,0,0,7,-------,-x7
20260702,232,requery,14,+,0.9719431400299072,1,4,10,++++----------,+x4|-x10
20260702,233,requery,16,+,0.9751805067062378,3,8,8,+++++++----+----,+x7|-x4|+x1|-x4
20260702,234,requery,2,+,0.5439844131469727,0,2,0,++,+x2
20260702,235,requery,5,+,0.9653603434562683,0,5,0,+++++,+x5
20260702,236,requery,33,+,0.9965511560440063,1,18,15,++++++++++++++++++---------------,+x18|-x15
20260702,237,requery,8,+,0.8227280378341675,1,2,6,++------,+x2|-x6
20260702,238,requery,8,-,0.6162128448486328,2,4,4,-++++---,-x1|+x4|-x3
20260702,239,requery,13,+,0.9990361928939819,1,6,7,++++++-------,+x6|-x7
20260702,240,requery,23,+,0.9968318343162537,1,8,15,++++++++---------------,+x8|-x15
20260702,241,requery,9,-,0.7299167513847351,3,4,5,----+++-+,-x4|+x3|-x1|+x1
20260702,242,requery,7,-,0.7751638889312744,0,0,7,-------,-x7
20260702,243,requery,18,+,0.9993023872375488,1,5,13,+++++-------------,+x5|-x13
20260702,244,requery,11,-,0.9888773560523987,0,0,11,-----------,-x11
20260702,245,requery,20,+,0.9989246726036072,3,9,11,++++++++--+---------,+x8|-x2|+x1|-x9
20260702,246,requery,5,+,0.7976756691932678,0,5,0,+++++,+x5
20260702,247,requery,16,+,0.9947368502616882,1,9,7,+++++++++-------,+x9|-x7
20260702,248,requery,6,-,0.9950245022773743,0,0,6,------,-x6
20260702,249,requery,11,-,0.9395302534103394,0,0,11,-----------,-x11
20260702,250,requery,13,+,0.9724285006523132,1,5,8,+++++--------,+x5|-x8
20260702,251,requery,16,+,0.915837287902832,1,2,14,++--------------,+x2|-x14
20260702,252,requery,22,+,0.9868414402008057,1,5,17,+++++-----------------,+x5|-x17
20260702,253,requery,17,+,0.9997811913490295,1,10,7,++++++++++-------,+x10|-x7
20260702,254,requery,5,-,0.9966526627540588,0,0,5,-----,-x5
20260702,255,requery,11,+,0.9993022680282593,1,5,6,+++++------,+x5|-x6
20260702,256,requery,12,+,0.9992294311523438,1,4,8,++++--------,+x4|-x8
20260702,257,requery,9,+,0.600288987159729,0,9,0,+++++++++,+x9
20260702,258,requery,18,+,0.8883315324783325,1,2,16,++----------------,+x2|-x16
20260702,259,requery,23,+,0.9902254939079285,1,5,18,+++++------------------,+x5|-x18
20260702,260,requery,14,-,0.7437649369239807,0,0,14,--------------,-x14
20260702,261,requery,14,+,0.9988188147544861,1,11,3,+++++++++++---,+x11|-x3
20260702,262,requery,11,+,0.9988127946853638,1,4,7,++++-------,+x4|-x7
20260702,263,requery,14,+,0.9991464614868164,1,6,8,++++++--------,+x6|-x8
20260702,264,requery,23,+,0.9988947510719299,1,9,14,+++++++++--------------,+x9|-x14
20260702,265,requery,12,+,0.9729952812194824,1,3,9,+++---------,+x3|-x9
20260702,266,requery,8,+,0.9755216240882874,0,8,0,++++++++,+x8
20260702,267,requery,5,-,0.9259617924690247,0,0,5,-----,-x5
20260702,268,requery,10,-,0.9709758758544922,0,0,10,----------,-x10
20260702,269,requery,6,-,0.9993284940719604,0,0,6,------,-x6
20260702,270,requery,6,-,0.9235339760780334,0,0,6,------,-x6
20260702,271,requery,11,+,0.9984508752822876,3,5,6,++++----+--,+x4|-x4|+x1|-x2
20260702,272,requery,26,+,0.9963905215263367,1,7,19,+++++++-------------------,+x7|-x19
20260702,273,requery,23,+,0.9994288086891174,1,5,18,+++++------------------,+x5|-x18
20260702,274,requery,7,-,0.5167549848556519,1,6,1,-++++++,-x1|+x6
20260702,275,requery,14,+,0.9966539144515991,1,6,8,++++++--------,+x6|-x8
20260702,276,requery,14,+,0.9986306428909302,1,7,7,+++++++-------,+x7|-x7
20260702,277,requery,9,-,0.5709071159362793,2,3,6,--+++----,-x2|+x3|-x4
20260702,278,requery,13,+,0.999256432056427,1,5,8,+++++--------,+x5|-x8
20260702,279,requery,10,+,0.9016228318214417,1,2,8,++--------,+x2|-x8
20260702,280,requery,12,+,0.8965733051300049,1,2,10,++----------,+x2|-x10
20260702,281,requery,18,+,0.9925547242164612,1,9,9,+++++++++---------,+x9|-x9
20260702,282,requery,27,+,0.9973227381706238,1,7,20,+++++++--------------------,+x7|-x20
20260702,283,requery,3,+,0.6249220967292786,0,3,0,+++,+x3
20260702,284,requery,11,+,0.8925833106040955,1,3,8,+++--------,+x3|-x8
20260702,285,requery,12,-,0.9272361397743225,0,0,12,------------,-x12
20260702,286,requery,10,+,0.9966611862182617,1,5,5,+++++-----,+x5|-x5
20260702,287,requery,14,+,0.999180257320404,1,9,5,+++++++++-----,+x9|-x5
20260702,288,requery,6,-,0.5851600170135498,2,3,3,--+++-,-x2|+x3|-x1
20260702,289,requery,12,+,0.9982373714447021,1,4,8,++++--------,+x4|-x8
20260702,290,requery,11,+,0.9994387030601501,1,4,7,++++-------,+x4|-x7
20260702,291,requery,18,+,0.9979731440544128,3,10,8,+++++++++-+-------,+x9|-x1|+x1|-x7
20260702,292,requery,6,-,0.6628859043121338,0,0,6,------,-x6
20260702,293,requery,17,+,0.9957841038703918,1,8,9,++++++++---------,+x8|-x9
20260702,294,requery,11,-,0.9939736723899841,0,0,11,-----------,-x11
20260702,295,requery,12,+,0.8149093389511108,1,5,7,+++++-------,+x5|-x7
20260702,296,requery,11,+,0.9887732863426208,1,5,6,+++++------,+x5|-x6
20260702,297,requery,5,+,0.9595599174499512,0,5,0,+++++,+x5
20260702,298,requery,8,+,0.9871813654899597,0,8,0,++++++++,+x8
20260702,299,requery,10,-,0.9182299375534058,0,0,10,----------,-x10
20260702,300,requery,7,+,0.9830754995346069,0,7,0,+++++++,+x7
20260702,301,requery,9,-,0.8884830474853516,0,0,9,---------,-x9
20260702,302,requery,25,+,0.9983664155006409,1,11,14,+++++++++++--------------,+x11|-x14
20260702,303,requery,5,-,0.5790603756904602,2,3,2,-+++-,-x1|+x3|-x1
20260702,304,requery,14,+,0.9992819428443909,1,6,8,++++++--------,+x6|-x8
20260702,305,requery,28,+,0.9979885816574097,1,6,22,++++++----------------------,+x6|-x22
20260702,306,requery,18,+,0.8014594316482544,1,2,16,++----------------,+x2|-x16
20260702,307,requery,11,+,0.9992659687995911,1,5,6,+++++------,+x5|-x6
20260702,308,requery,25,+,0.9967783093452454,1,12,13,++++++++++++-------------,+x12|-x13
20260702,309,requery,9,+,0.7788199186325073,1,6,3,++++++---,+x6|-x3
20260702,310,requery,27,+,0.997605562210083,1,4,23,++++-----------------------,+x4|-x23
20260702,311,requery,14,+,0.9951189756393433,2,8,6,++++++------++,+x6|-x6|+x2
20260702,312,requery,13,+,0.9930452704429626,1,4,9,++++---------,+x4|-x9
20260702,313,requery,14,+,0.9989057779312134,5,7,7,+++++----+-+--,+x5|-x4|+x1|-x1|+x1|-x2
20260702,314,requery,5,+,0.9111465215682983,0,5,0,+++++,+x5
20260702,315,requery,10,+,0.5348237752914429,1,5,5,+++++-----,+x5|-x5
20260702,316,requery,3,+,0.7670930624008179,0,3,0,+++,+x3
20260702,317,requery,19,+,0.9694645404815674,1,8,11,++++++++-----------,+x8|-x11
20260702,318,requery,18,+,0.9986820816993713,1,8,10,++++++++----------,+x8|-x10
20260702,319,requery,6,+,0.5881535410881042,1,4,2,++++--,+x4|-x2
20260702,320,requery,9,-,0.9962673783302307,0,0,9,---------,-x9
20260702,321,requery,1,-,0.9366582036018372,0,0,1,-,-x1
20260702,322,requery,16,-,0.9986577033996582,0,0,16,----------------,-x16
20260702,323,requery,15,+,0.9959926009178162,1,9,6,+++++++++------,+x9|-x6
20260702,324,requery,14,+,0.9991948008537292,1,4,10,++++----------,+x4|-x10
20260702,325,requery,14,+,0.999392032623291,1,6,8,++++++--------,+x6|-x8
20260702,326,requery,5,-,0.8621151447296143,0,0,5,-----,-x5
20260702,327,requery,15,+,0.8069835901260376,1,2,13,++-------------,+x2|-x13
20260702,328,requery,8,+,0.7876380085945129,0,8,0,++++++++,+x8
20260702,329,requery,38,+,0.9980359673500061,1,15,23,+++++++++++++++-----------------------,+x15|-x23
20260702,330,requery,13,+,0.9979774355888367,1,4,9,++++---------,+x4|-x9
20260702,331,requery,22,+,0.9722346663475037,1,4,18,++++------------------,+x4|-x18
20260702,332,requery,14,+,0.9967100620269775,1,7,7,+++++++-------,+x7|-x7
20260702,333,requery,7,-,0.9256635308265686,0,0,7,-------,-x7
20260702,334,requery,7,+,0.9835422039031982,0,7,0,+++++++,+x7
20260702,335,requery,22,+,0.9998356103897095,1,7,15,+++++++---------------,+x7|-x15
20260702,336,requery,25,+,0.9981325268745422,1,8,17,++++++++-----------------,+x8|-x17
20260702,337,requery,12,+,0.9993219375610352,1,5,7,+++++-------,+x5|-x7
20260702,338,requery,7,-,0.9655641317367554,0,0,7,-------,-x7
20260702,339,requery,6,-,0.5722005367279053,0,0,6,------,-x6
20260702,340,requery,13,+,0.995210587978363,1,6,7,++++++-------,+x6|-x7
20260702,341,requery,12,+,0.9988369345664978,1,5,7,+++++-------,+x5|-x7
20260702,342,requery,3,+,0.9703401327133179,0,3,0,+++,+x3
20260702,343,requery,15,-,0.9826123714447021,0,0,15,---------------,-x15
20260702,344,requery,10,+,0.5619442462921143,1,6,4,++++++----,+x6|-x4
20260702,345,requery,4,-,0.6203604936599731,0,0,4,----,-x4
20260702,346,requery,16,+,0.997819185256958,1,8,8,++++++++--------,+x8|-x8
20260702,347,requery,6,+,0.8345889449119568,1,4,2,++++--,+x4|-x2
20260702,348,requery,13,-,0.9838539361953735,0,0,13,-------------,-x13
20260702,349,requery,1,+,0.9142950773239136,0,1,0,+,+x1
20260702,350,requery,4,+,0.8941246867179871,0,4,0,++++,+x4
20260702,351,requery,11,+,0.9817758202552795,1,3,8,+++--------,+x3|-x8
20260702,352,requery,11,+,0.954647421836853,1,9,2,+++++++++--,+x9|-x2
20260702,353,requery,12,-,0.9689772725105286,0,0,12,------------,-x12
20260702,354,requery,10,-,0.7820199728012085,0,0,10,----------,-x10
20260702,355,requery,1,+,0.9742651581764221,0,1,0,+,+x1
20260702,356,requery,3,-,0.9910321831703186,0,0,3,---,-x3
20260702,357,requery,14,-,0.9887779355049133,0,0,14,--------------,-x14
20260702,358,requery,11,-,0.9255253076553345,0,0,11,-----------,-x11
20260702,359,requery,23,+,0.9987706542015076,1,12,11,++++++++++++-----------,+x12|-x11
20260702,360,requery,10,-,0.8208281993865967,0,0,10,----------,-x10
20260702,361,requery,13,-,0.9998805522918701,1,5,8,--------+++++,-x8|+x5
20260702,362,requery,10,+,0.8458520770072937,3,8,2,+++++-+++-,+x5|-x1|+x3|-x1
20260702,363,requery,12,-,0.98870450258255,1,8,4,----++++++++,-x4|+x8
20260702,364,requery,20,-,0.9999998807907104,1,2,18,------------------++,-x18|+x2
20260702,365,requery,9,-,0.718985378742218,1,1,8,--------+,-x8|+x1
20260702,366,requery,5,-,0.529173731803894,2,2,3,-++--,-x1|+x2|-x2
20260702,367,requery,11,-,0.9905909895896912,5,7,4,--++++-+-++,-x2|+x4|-x1|+x1|-x1|+x2
20260702,368,requery,7,+,0.9644156694412231,0,7,0,+++++++,+x7
20260702,369,requery,13,-,0.9999535083770752,1,7,6,------+++++++,-x6|+x7
20260702,370,requery,8,-,0.5335119962692261,0,0,8,--------,-x8
20260702,371,requery,16,-,0.9946228265762329,1,3,13,-------------+++,-x13|+x3
20260702,372,requery,15,-,0.9987673759460449,2,7,8,-------+++++++-,-x7|+x7|-x1
20260702,373,requery,8,-,0.9540999531745911,0,0,8,--------,-x8
20260702,374,requery,5,-,0.5178440809249878,1,3,2,--+++,-x2|+x3
20260702,375,requery,5,-,0.8228681683540344,0,0,5,-----,-x5
20260702,376,requery,8,-,0.9993508458137512,1,3,5,-----+++,-x5|+x3
20260702,377,requery,6,-,0.9068863391876221,0,0,6,------,-x6
20260702,378,requery,7,-,0.9777377843856812,0,0,7,-------,-x7
20260702,379,requery,9,-,0.7355959415435791,0,0,9,---------,-x9
20260702,380,requery,10,-,0.9953959584236145,1,6,4,----++++++,-x4|+x6
20260702,381,requery,8,+,0.7688247561454773,1,7,1,+++++++-,+x7|-x1
20260702,382,requery,8,-,0.8262357711791992,0,0,8,--------,-x8
20260702,383,requery,4,-,0.8193256258964539,1,2,2,--++,-x2|+x2
20260702,384,requery,10,-,0.9998087286949158,1,7,3,---+++++++,-x3|+x7
20260702,385,requery,7,+,0.714479386806488,0,7,0,+++++++,+x7
20260702,386,requery,13,+,0.6689929366111755,4,11,2,++-++++++++-+,+x2|-x1|+x8|-x1|+x1
20260702,387,requery,9,+,0.5345761179924011,1,8,1,++++++++-,+x8|-x1
20260702,388,requery,10,+,0.6570142507553101,0,10,0,++++++++++,+x10
20260702,389,requery,18,-,0.9331368207931519,0,0,18,------------------,-x18
20260702,390,requery,10,-,0.7721438407897949,0,0,10,----------,-x10
20260702,391,requery,3,-,0.9526995420455933,0,0,3,---,-x3
20260702,392,requery,3,-,0.5811375379562378,1,2,1,-++,-x1|+x2
20260702,393,requery,14,-,0.8890684247016907,0,0,14,--------------,-x14
20260702,394,requery,19,-,0.9999985694885254,1,3,16,----------------+++,-x16|+x3
20260702,395,requery,9,-,0.6898853778839111,0,0,9,---------,-x9
20260702,396,requery,13,-,0.9997324347496033,1,10,3,---++++++++++,-x3|+x10
20260702,397,requery,8,-,0.9620280861854553,0,0,8,--------,-x8
20260702,398,requery,8,-,0.9598355889320374,2,1,7,------+-,-x6|+x1|-x1
20260702,399,requery,3,-,0.8835135102272034,0,0,3,---,-x3
20260702,400,requery,8,-,0.848673939704895,1,1,7,-------+,-x7|+x1
20260702,401,requery,13,-,0.9971103668212891,1,3,10,----------+++,-x10|+x3
20260702,402,requery,9,+,0.838630199432373,2,8,1,+++++++-+,+x7|-x1|+x1
20260702,403,requery,8,-,0.6059627532958984,0,0,8,--------,-x8
20260702,404,requery,14,-,0.9999737739562988,0,0,14,--------------,-x14
20260702,405,requery,10,+,0.5820658802986145,1,3,7,+++-------,+x3|-x7
20260702,406,requery,11,-,0.9999966621398926,1,1,10,----------+,-x10|+x1
20260702,407,requery,16,-,0.9974074959754944,1,2,14,--------------++,-x14|+x2
20260702,408,requery,5,+,0.834732711315155,0,5,0,+++++,+x5
20260702,409,requery,12,-,0.9999669790267944,1,8,4,----++++++++,-x4|+x8
20260702,410,requery,20,-,1.0,1,2,18,------------------++,-x18|+x2
20260702,411,requery,16,-,0.9999998807907104,1,4,12,------------++++,-x12|+x4
20260702,412,requery,12,+,0.672783613204956,1,10,2,++++++++++--,+x10|-x2
20260702,413,requery,15,-,0.9999637603759766,1,5,10,----------+++++,-x10|+x5
20260702,414,requery,12,-,0.9987276196479797,1,9,3,---+++++++++,-x3|+x9
20260702,415,requery,6,+,0.8924168944358826,0,6,0,++++++,+x6
20260702,416,requery,15,-,0.9999994039535522,0,0,15,---------------,-x15
20260702,417,requery,19,-,0.6848567128181458,0,0,19,-------------------,-x19
20260702,418,requery,13,-,0.9999750852584839,1,3,10,----------+++,-x10|+x3
20260702,419,requery,3,+,0.5450496077537537,1,1,2,+--,+x1|-x2
20260702,420,requery,17,-,0.9990642666816711,0,0,17,-----------------,-x17
20260702,421,requery,10,-,0.9663691520690918,0,0,10,----------,-x10
20260702,422,requery,5,+,0.7437506318092346,0,5,0,+++++,+x5
20260702,423,requery,15,-,0.9997449517250061,1,13,2,--+++++++++++++,-x2|+x13
20260702,424,requery,13,-,0.9776686429977417,0,0,13,-------------,-x13
20260702,425,requery,15,-,0.9997074007987976,1,8,7,-------++++++++,-x7|+x8
20260702,426,requery,18,-,0.9999970197677612,1,3,15,---------------+++,-x15|+x3
20260702,427,requery,14,-,0.9999691247940063,1,5,9,---------+++++,-x9|+x5
20260702,428,requery,8,-,0.6086517572402954,0,0,8,--------,-x8
20260702,429,requery,22,-,0.9999998807907104,1,2,20,--------------------++,-x20|+x2
20260702,430,requery,14,-,0.9993003606796265,0,0,14,--------------,-x14
20260702,431,requery,14,-,0.9989627599716187,1,8,6,------++++++++,-x6|+x8
20260702,432,requery,12,-,0.9983982443809509,1,10,2,--++++++++++,-x2|+x10
20260702,433,requery,12,-,0.9998030066490173,4,8,4,--++++++-++-,-x2|+x6|-x1|+x2|-x1
20260702,434,requery,9,+,0.583660900592804,2,7,2,+++--++++,+x3|-x2|+x4
20260702,435,requery,15,+,0.5389295220375061,1,5,10,+++++----------,+x5|-x10
20260702,436,requery,12,-,0.9999879598617554,1,5,7,-------+++++,-x7|+x5
20260702,437,requery,12,-,0.9804217219352722,0,0,12,------------,-x12
20260702,438,requery,3,-,0.6222524046897888,2,1,2,-+-,-x1|+x1|-x1
20260702,439,requery,9,+,0.8452098369598389,6,6,3,+++-+-+-+,+x3|-x1|+x1|-x1|+x1|-x1|+x1
20260702,440,requery,5,-,0.7850714921951294,0,0,5,-----,-x5
20260702,441,requery,8,+,0.5710707902908325,4,6,2,+-+++-++,+x1|-x1|+x3|-x1|+x2
20260702,442,requery,17,-,0.9995993971824646,1,13,4,----+++++++++++++,-x4|+x13
20260702,443,requery,13,-,0.9734809398651123,1,10,3,---++++++++++,-x3|+x10
20260702,444,requery,14,-,0.9649853706359863,0,0,14,--------------,-x14
20260702,445,requery,9,+,0.9320008754730225,1,8,1,++++++++-,+x8|-x1
20260702,446,requery,18,-,0.8286368250846863,0,0,18,------------------,-x18
20260702,447,requery,12,+,0.8847159147262573,0,12,0,++++++++++++,+x12
20260702,448,requery,7,+,0.6076681017875671,2,6,1,+++++-+,+x5|-x1|+x1
20260702,449,requery,13,-,0.9999995231628418,0,0,13,-------------,-x13
20260702,450,requery,13,+,0.946114718914032,5,9,4,+++++++-+--+-,+x7|-x1|+x1|-x2|+x1|-x1
20260702,451,requery,2,-,0.8335875272750854,0,0,2,--,-x2
20260702,452,requery,10,-,0.8781682252883911,1,2,8,--------++,-x8|+x2
20260702,453,requery,14,-,0.9753654599189758,1,12,2,--++++++++++++,-x2|+x12
20260702,454,requery,7,+,0.8261551856994629,2,6,1,+++++-+,+x5|-x1|+x1
20260702,455,requery,8,+,0.9477053284645081,0,8,0,++++++++,+x8
20260702,456,requery,11,-,0.9970818161964417,1,6,5,-----++++++,-x5|+x6
20260702,457,requery,5,-,0.9468027353286743,0,0,5,-----,-x5
20260702,458,requery,11,+,0.736874520778656,0,11,0,+++++++++++,+x11
20260702,459,requery,17,+,0.5515738129615784,2,8,9,+++++---------+++,+x5|-x9|+x3
20260702,460,requery,14,-,0.9961703419685364,0,0,14,--------------,-x14
20260702,461,requery,11,+,0.7716566324234009,3,9,2,++++++++-+-,+x8|-x1|+x1|-x1
20260702,462,requery,9,+,0.5784033536911011,3,7,2,++++++-+-,+x6|-x1|+x1|-x1
20260702,463,requery,10,-,0.9999982118606567,0,0,10,----------,-x10
20260702,464,requery,12,+,0.7677803039550781,4,10,2,+++-+++++-++,+x3|-x1|+x5|-x1|+x2
20260702,465,requery,8,+,0.6302553415298462,3,6,2,+++++-+-,+x5|-x1|+x1|-x1
20260702,466,requery,17,-,0.9961242079734802,0,0,17,-----------------,-x17
20260702,467,requery,15,-,0.9999892711639404,1,11,4,----+++++++++++,-x4|+x11
20260702,468,requery,7,+,0.5422486066818237,1,5,2,+++++--,+x5|-x2
20260702,469,requery,6,-,0.9804428219795227,0,0,6,------,-x6
20260702,470,requery,13,-,0.9999511241912842,1,5,8,--------+++++,-x8|+x5
20260702,471,requery,9,+,0.8287076354026794,5,6,3,+++-+-++-,+x3|-x1|+x1|-x1|+x2|-x1
20260702,472,requery,14,-,0.9999902248382568,1,7,7,-------+++++++,-x7|+x7
20260702,473,requery,16,-,0.9999884366989136,1,7,9,---------+++++++,-x9|+x7
20260702,474,requery,6,-,0.5778212547302246,1,1,5,-----+,-x5|+x1
20260702,475,requery,7,+,0.8805752396583557,0,7,0,+++++++,+x7
20260702,476,requery,14,+,0.9746971130371094,5,8,6,++++++-+---+--,+x6|-x1|+x1|-x3|+x1|-x2
20260702,477,requery,9,-,0.7337524890899658,4,3,6,--++-+---,-x2|+x2|-x1|+x1|-x3
20260702,478,requery,8,+,0.789620041847229,1,7,1,+++++++-,+x7|-x1
20260702,479,requery,12,-,0.6334079504013062,0,0,12,------------,-x12
20260702,480,requery,12,+,0.9324594140052795,7,7,5,++++-+-+--+-,+x4|-x1|+x1|-x1|+x1|-x2|+x1|-x1
20260702,481,requery,8,+,0.8443212509155273,0,8,0,++++++++,+x8
20260702,482,requery,14,-,0.9999899864196777,1,2,12,------------++,-x12|+x2
20260702,483,requery,13,-,0.9836695194244385,0,0,13,-------------,-x13
20260702,484,requery,3,-,0.5907530188560486,0,0,3,---,-x3
20260702,485,requery,18,-,0.9999966621398926,1,7,11,-----------+++++++,-x11|+x7
20260702,486,requery,8,+,0.8872005343437195,0,8,0,++++++++,+x8
20260702,487,requery,7,+,0.6561911106109619,4,5,2,+-+-+++,+x1|-x1|+x1|-x1|+x3
20260702,488,requery,2,-,0.8549215197563171,0,0,2,--,-x2
20260702,489,requery,8,-,0.9999576807022095,3,3,5,----++-+,-x4|+x2|-x1|+x1
20260702,490,requery,16,-,0.9973660111427307,0,0,16,----------------,-x16
20260702,491,requery,11,+,0.6241479516029358,1,7,4,+++++++----,+x7|-x4
20260702,492,requery,12,-,0.9999921321868896,1,5,7,-------+++++,-x7|+x5
20260702,493,requery,15,-,0.998571515083313,1,7,8,--------+++++++,-x8|+x7
20260702,494,requery,8,-,0.9605070948600769,0,0,8,--------,-x8
20260702,495,requery,10,-,0.9930002689361572,0,0,10,----------,-x10
20260702,496,requery,19,-,0.9999996423721313,1,6,13,-------------++++++,-x13|+x6
20260702,497,requery,14,-,0.9997578263282776,0,0,14,--------------,-x14
20260702,498,requery,15,-,0.9999885559082031,1,12,3,---++++++++++++,-x3|+x12
20260702,499,requery,8,-,0.9949536919593811,0,0,8,--------,-x8
20260702,500,requery,16,-,0.9999998807907104,0,0,16,----------------,-x16
20260702,501,requery,4,+,0.9277216196060181,0,4,0,++++,+x4
20260702,502,requery,10,-,0.6005955338478088,1,2,8,--------++,-x8|+x2
20260702,503,requery,14,-,0.9999998807907104,0,0,14,--------------,-x14
20260702,504,requery,6,+,0.5861078500747681,3,2,4,+--+--,+x1|-x2|+x1|-x2
20260702,505,requery,12,-,0.9997748732566833,1,7,5,-----+++++++,-x5|+x7
20260702,506,requery,17,-,1.0,0,0,17,-----------------,-x17
20260702,507,requery,7,-,0.9999885559082031,1,4,3,---++++,-x3|+x4
20260702,508,requery,15,-,0.9621014595031738,0,0,15,---------------,-x15
20260702,509,requery,19,-,0.9999984502792358,1,7,12,------------+++++++,-x12|+x7
20260702,510,requery,4,-,0.5792240500450134,1,1,3,---+,-x3|+x1
20260702,511,requery,6,-,0.8318649530410767,2,1,5,----+-,-x4|+x1|-x1
20260702,512,requery,15,-,0.9999998807907104,0,0,15,---------------,-x15
20260702,513,requery,9,-,0.999988317489624,1,5,4,----+++++,-x4|+x5
20260702,514,requery,13,-,0.9999998807907104,0,0,13,-------------,-x13
20260702,515,requery,16,+,0.9670434594154358,2,12,4,+++++++++----+++,+x9|-x4|+x3
20260702,516,requery,11,-,0.9895452857017517,0,0,11,-----------,-x11
20260702,517,requery,5,+,0.8790281414985657,0,5,0,+++++,+x5
20260702,518,requery,18,-,0.9999998807907104,0,0,18,------------------,-x18
20260702,519,requery,18,-,0.9999608993530273,1,11,7,-------+++++++++++,-x7|+x11
20260702,520,requery,10,-,0.7355996966362,4,2,8,--+-+-----,-x2|+x1|-x1|+x1|-x5
20260702,521,requery,10,+,0.9909067153930664,5,7,3,+++++-+-+-,+x5|-x1|+x1|-x1|+x1|-x1
20260702,522,requery,9,-,0.9861628413200378,1,1,8,--------+,-x8|+x1
20260702,523,requery,8,-,0.6807523965835571,1,4,4,----++++,-x4|+x4
20260702,524,requery,14,-,0.9994199275970459,2,6,8,-----++++++---,-x5|+x6|-x3
20260702,525,requery,14,+,0.5779986381530762,1,10,4,++++++++++----,+x10|-x4
20260702,526,requery,8,+,0.8998317718505859,1,6,2,++++++--,+x6|-x2
20260702,527,requery,21,+,0.9637829661369324,5,16,5,++++++++-+-+++++++---,+x8|-x1|+x1|-x1|+x7|-x3
20260702,528,requery,7,-,0.9632105231285095,0,0,7,-------,-x7
20260702,529,requery,18,-,0.9903960227966309,0,0,18,------------------,-x18
20260702,530,requery,12,-,0.6275557279586792,3,2,10,---------+-+,-x9|+x1|-x1|+x1
