eval_label,controller,reason_group,reason,count,fraction_of_all,fraction_of_failures,fraction_of_successes,n_all,n_failures,n_successes
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_exact_terminal_reason,q1_low_limit+q3_high_limit,1,0.000462962962962963,0.0008361204013377926,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_exact_terminal_reason,q3_high_limit,1,0.000462962962962963,0.0008361204013377926,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_reason_token,clearance_ground,1103,0.5106481481481482,0.9222408026755853,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_reason_token,foot_ground_before_ready,950,0.4398148148148148,0.794314381270903,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_reason_token,foot_ground_bad_clearance,85,0.03935185185185185,0.07107023411371237,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_reason_token,clearance,61,0.02824074074074074,0.05100334448160535,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_reason_token,foot_ground_after_ready,36,0.016666666666666666,0.030100334448160536,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_reason_token,knee_ground,32,0.014814814814814815,0.026755852842809364,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_reason_token,q1_low_limit,21,0.009722222222222222,0.017558528428093644,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_reason_token,speed,9,0.004166666666666667,0.007525083612040134,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_reason_token,q3_high_limit,2,0.000925925925925926,0.0016722408026755853,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_reason_token,q1_high_limit,1,0.000462962962962963,0.0008361204013377926,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,success_terminal_reason,success,961,0.4449074074074074,0.0,0.9968879668049793,2160,1196,964
