case_id,controller,transition_index,source,terminal_theta1_rad,terminal_theta2_rad,target_theta1_rad,target_theta2_rad,corrected_foot_x_m,corrected_target_foot_x_m,landing_residual_actual_minus_target_m,landing_residual_abs_m,legacy_foot_x_recomputed_m,legacy_foot_x_archived_m,legacy_x_recompute_error_m,corrected_foot_y_m
flat_1.145_r3,passive,2,learned_archived_terminal_state,1.1307033252028356,0.46034538138885917,1.0471975511965976,0.5235987755982988,0.4356461855442955,0.501,-0.06535381445570448,0.06535381445570448,0.45341648795775735,0.45341648795775735,0.0,0.040427502906375756
flat_1.145_r3,passive,3,learned_archived_terminal_state,1.0418872178757868,0.6077896068407191,1.0471975511965976,0.5235987755982988,0.5375694609092951,0.501,0.03656946090929514,0.03656946090929514,0.5604116336187321,0.5604116336187321,0.0,0.054950733091086945
flat_1.28_r1,continuous,1,learned_archived_terminal_state,1.1215603146007975,0.5756824566429998,1.0471975511965976,0.5235987755982988,0.4881185133526824,0.501,-0.012881486647317586,0.012881486647317586,0.5098948084069226,0.5098948084069226,0.0,0.06583305268014544
flat_1.28_r1,continuous,2,learned_archived_terminal_state,1.0385591078915448,0.4500985257680839,1.0471975511965976,0.5235987755982988,0.47364898487753215,0.501,-0.027351015122467848,0.027351015122467848,0.4910511548472238,0.4910511548472238,0.0,0.01583767340576675
flat_1.28_r1,continuous,3,learned_archived_terminal_state,1.1228796706340929,0.4725212487617961,1.0471975511965976,0.5235987755982988,0.44455801999699207,0.501,-0.05644198000300793,0.05644198000300793,0.4627633283574295,0.4627633283574295,0.0,0.0413102834758976
flat_1.28_r1,discrete,1,learned_archived_terminal_state,1.0792205252839295,0.4544070245986386,1.0471975511965976,0.5235987755982988,0.45704530447744895,0.501,-0.043954695522551046,0.043954695522551046,0.4746024880727101,0.4746024880727101,0.0,0.027119645843977802
flat_1.28_r1,discrete,2,learned_archived_terminal_state,1.0647910105464404,0.44070899859501256,1.0471975511965976,0.5235987755982988,0.45770731600611214,0.501,-0.04329268399388786,0.04329268399388786,0.4747705490307084,0.4747705490307084,0.0,0.02067208387611935
flat_1.28_r1,discrete,3,learned_archived_terminal_state,1.1138106115124717,0.5207135385447567,1.0471975511965976,0.5235987755982988,0.46918584773661387,0.501,-0.03181415226338613,0.03181415226338613,0.4890858170860411,0.4890858170860411,0.0,0.05028804027936362
flat_1.28_r1,passive,1,learned_archived_terminal_state,0.9684629895267631,0.4428110939864947,1.0471975511965976,0.5235987755982988,0.5012806806685968,0.501,0.00028068066859676666,0.00028068066859676666,0.5184199254980859,0.5184199254980859,0.0,-0.005295635881957639
flat_1.28_r1,passive,2,learned_archived_terminal_state,1.1268176618728412,0.4511036030906155,1.0471975511965976,0.5235987755982988,0.4334844270738275,0.501,-0.0675155729261725,0.0675155729261725,0.4509227872831762,0.4509227872831762,0.0,0.03760506627671867
